label_fr,description,simple,fautes
arthrite,"Récemment, mon cou est tendu et mes muscles sont affaiblis. J'ai des articulations enflées qui rendent difficile de bouger sans devenir raide. Marcher est aussi extrêmement douloureux.","Récemment, mon cou est tendu et mes muscles sont faibles. Mes articulations sont gonflées et j'ai du mal à bouger. Marcher me fait très mal.","Récemment, mon cou é tendu et mes muscl son faible. Mes articulation son gonflé et j'ai du mal a bougé. Marché me fais tré mal."
allergie,"Je me mouche souvent et j'ai le nez qui coule. Mes yeux sont irrités et coulent fréquemment, et je tousse souvent. J'ai constamment mal à la tête.","Je me mouche souvent et mon nez coule tout le temps. Mes yeux me grattent et coulent souvent, et je tousse beaucoup. J'ai toujours mal à la tête.","Je me mouche souvent et mon nez coule tout le temp. Mes yeux me gratte et coule souvent, et je tousse beaucoup. J'ai toujour mal à la tête."
migraine,"J'ai eu des reflux acides, des indigestions et des maux de tête, ainsi qu'une vision floue et déformée, une faim excessive, un cou douloureux, de la dépression, de l'irritabilité et des troubles visuels. Ces symptômes m'ont causé beaucoup de problèmes et ont rendu difficile la concentration et le fonctionnement normal.","J'ai eu des remontées acides, des maux de ventre et des maux de tête, ainsi qu'une vision floue et déformée, très faim, un cou douloureux, de la tristesse, de l'irritabilité et des problèmes de vue. Ces symptômes m'ont causé beaucoup de soucis et ont rendu difficile la concentration et le fonctionnement normal.","J'ai eu des remonté acide, des maux de ventre et des maux de tête, ainsi qu'une vision flou et déformé, trè faim, un cou douloureu, de la tristesse, de l'irritabilité et des problème de vue. Ces symptômes mon causé beaucoup de souci et on rendu difficile la concentration et le fonctionnement normal."
typhoïde,"J'ai beaucoup de mal à rester hydraté à cause des vomissements et de la diarrhée. J'ai une forte fièvre, de la constipation et un mal de tête. Je commence aussi à avoir une douleur étrange dans la région de l'estomac et je ne peux rien faire physiquement.","J'ai du mal à rester hydraté à cause des vomissements et de la diarrhée. J'ai une forte fièvre, de la constipation et un mal de tête. J'ai aussi une douleur bizarre dans le ventre et je ne peux rien faire.","J'ai du mal à rester hydraté à cause des vomissements et de la diarhée. J'ai une forte fièvre, de la constipation et un mal de tête. J'ai aussi une douleur bizare dans le ventre et je peux rien faire."
impétigo,"J'ai une forte fièvre. J'ai développé une éruption cutanée sur mon visage, mon cou et mes bras. L'éruption est composée de lésions rouges et douloureuses. Je m'inquiète pour ma santé.","J'ai une forte fièvre. J'ai une éruption sur mon visage, mon cou et mes bras. L'éruption est rouge et douloureuse. Je m'inquiète pour ma santé.","J'ai une forte fièvre. J'ai une éruption sur mon visage, mon cou et mes bras. L'éruption est rouge et douloureuse. Je m'inquiète pour ma santé."
varicelle,"Je me sens vraiment malade et mal à l'aise, comme si quelque chose n'allait pas à l'intérieur. Je ne sais pas ce que cela pourrait être. J'ai remarqué de petites taches rouges sur mes bras, qui me démangent si je les touche.","Je me sens vraiment malade et mal à l'aise, comme si quelque chose n'allait pas à l'intérieur. Je ne sais pas ce que cela pourrait être. J'ai remarqué de petites taches rouges sur mes bras, qui me démangent si je les touche.","Je me sens vraiment malade et mal à l'aise, comme si quelque chose n'allait pas à l'intérieur. Je ne sais pas ce que sa pourrait être. J'ai remarqué de petites taches rouges sur mes bras, qui me démangent si je les touche."
jaunisse,"Je vomis fréquemment et je suis extrêmement fatiguée. J’ai perdu du poids récemment. J’ai une fièvre très élevée, ma peau est devenue jaunâtre, mon urine est foncée et j’ai des douleurs abdominales.","Je vomis souvent et je suis très fatiguée. J’ai perdu du poids. J’ai beaucoup de fièvre, ma peau est jaune, mon pipi est foncé et j’ai mal au ventre.","Je vomi souvan et je sui tré fatigué. J’ai perdu du poid. J’ai bocou de fièvre, ma peau est jaune, mon pipi est foncé et j’ai mal o ventre."
spondylose cervicale,"J'ai eu des douleurs dans le dos, une toux sèche et des raideurs dans les bras et les jambes. J'ai eu des problèmes pour rester équilibré et j'ai ressenti des vertiges, et mon cou me fait mal.","J'ai mal au dos, je tousse sans arrêt et mes bras et jambes sont raides. J'ai du mal à rester équilibré et je me sens étourdi, et mon cou me fait mal.","J'ai mal au dos, je tousse sans arret et mes bras et jambe son raide. J'ai du mal a resté équilibré et je me sen étourdi, et mon cou me fais mal."
varices,Les crampes dans mes mollets rendent difficile la marche. Je me sens fatigué après avoir travaillé un certain temps. Je pense que l'obésité est la raison de cela.,Les crampes dans mes mollets me rendent difficile de marcher. Je me sens fatigué après avoir travaillé un peu. Je pense que c'est parce que je suis gros.,Les crampes dans mes mollets me rendent difficile de marcher. Je me sens fatigué après avoir travaillé un peu. Je pense que c'est parce que je suis gros.
diabète,"J'ai du mal à respirer, surtout quand je suis dehors. Je commence à me sentir chaud et à transpirer. J'ai souvent des infections urinaires et des infections à levures.","J'ai du mal à respirer, surtout quand je suis dehors. Je commence à me sentir chaud et à transpirer. J'ai souvent des infections urinaires et des infections à levures.","J'ai du mal a respiré, surtou kan je sui dehor. Je comanse a me sentir chau et a transpiré. J'ai souvan des infection urinaire et des infection a levure."
allergie,"J'ai des crampes à l'estomac, des nausées et de la diarrhée. Ma gorge est enflée et j'ai du mal à respirer. Parfois, la nuit, j'ai des douleurs à la poitrine et des nausées.","J'ai des crampes à l'estomac, des nausées et de la diarrhée. Ma gorge est enflée et j'ai du mal à respirer. Parfois, la nuit, j'ai des douleurs à la poitrine et des nausées.","J'ai des crampes à l'estomac, des nausées et de la diarrhée. Ma gorge est enflée et j'ai du mal à respirer. Parfoi, la nuit, j'ai des douleurs à la poitrine et des nausées."
hypertension,J'ai eu des problèmes d'équilibre en plus de me sentir désorienté et étourdi. Mon mal de tête est aussi présent en permanence.,J'ai eu des problèmes d'équilibre en plus de me sentir désorienté et étourdi. Mon mal de tête est toujours là.,J'ai eu des probleme d'équilibre en plu de me sentir désorienté et étourdi. Mon mal de tete est toujour la.
varices,"L'éruption cutanée sur mes jambes s'étend et devient plus grave. Elle est rouge, enflammée et me démange, causant beaucoup d'inconfort et des difficultés à dormir la nuit.","L'éruption sur mes jambes s'étend et devient plus grave. Elle est rouge, enflée et me gratte, ce qui me fait mal et m'empêche de dormir la nuit.","L'éruption sur mes jambes s'étend et devient plus grave. Elle est rouge, enflé et me gratte, sa me fais mal et m'empêche de dormir la nuit."
pneumonie,"J'ai une très forte fièvre et j'ai du mal à respirer. Mon cœur bat très vite, je transpire beaucoup, et je me sens froid et épuisé. Je vais aussi tousser des mucosités brunâtres.","J'ai une très forte fièvre et j'ai du mal à respirer. Mon cœur bat très vite, je transpire beaucoup, et je me sens froid et épuisé. Je vais aussi tousser de la morve marron.","J'ai une tré forte fièvre et j'ai du mal a respiré. Mon cœur bat tré vite, je transpire beaucou, et je me sens froid et épuisé. Je vais aussi tousser de la morve marron."
typhoïde,"J'ai beaucoup de ballonnements et de constipation, et c'est vraiment inconfortable. C'est comme s'il y avait beaucoup de pression et de douleur dans la région du ventre.","J'ai beaucoup de ballonnements et de constipation, c'est vraiment désagréable. C'est comme s'il y avait beaucoup de pression et de douleur dans le ventre.","J'ai beaucoup de balonement et de constipation, c'est vraimen désagréable. C'est comme si y avait beaucoup de pression et de douleur dans le ventre."
infection fongique,"J'ai beaucoup de démangeaisons sur toute ma peau, et parfois elle devient très rouge et bosselée. Il y a aussi des taches de couleurs différentes du reste de ma peau, et parfois j'ai de petites bosses qui ressemblent à de petites boules. C'est vraiment ennuyeux et ça me démange.","J'ai beaucoup de démangeaisons sur toute ma peau, et parfois elle devient très rouge et bosselée. Il y a aussi des taches de couleurs différentes et de petites bosses qui ressemblent à de petites boules. C'est vraiment ennuyeux et ça me gratte.","J'ai beaucoup de démangeaison sur toute ma peau, et parfoi elle devien tré rouge et bosselé. Il y a aussi des tache de couleur diférente et de petite bosse qui ressemble a des petite boule. C'est vraiment ennuyant et sa me gratte."
pneumonie,"Je me sens vraiment malade avec une fièvre élevée, un essoufflement, de la transpiration, des frissons, et une fatigue extrême. Mon rythme cardiaque est rapide, et je tousse beaucoup d'expectorations brunâtres.","Je me sens vraiment malade avec une forte fièvre, du mal à respirer, de la transpiration, des frissons, et beaucoup de fatigue. Mon cœur bat très vite, et je tousse beaucoup de crachats bruns.","Je me sens vraimen malade avec une forte fièvre, du mal a respiré, de la transpiration, des frison, et beaucou de fatigue. Mon cœur bat tré vite, et je tousse beaucou de cracha brun."
diabète,J'ai une toux sèche persistante. Mes infections ne semblent pas guérir et j'ai des palpitations. J'ai aussi un problème de mal de gorge qui ne semble pas partir.,J'ai une toux sèche qui ne part pas. Mes infections ne guérissent pas et j'ai des palpitations. J'ai aussi un mal de gorge qui ne part pas.,J'ai une tou sèche qui ne par pa. Mes infection ne guérison pa et j'ai des palpitation. J'ai aussi un mal de gorge qui ne par pa.
impétigo,"De petites plaies rouges sont apparues près de mon nez et de mon cou au début. Maintenant, j'ai une forte fièvre, et les plaies sont devenues plus douloureuses et enflammées ces derniers jours.","De petites plaies rouges sont apparues près de mon nez et de mon cou au début. Maintenant, j'ai une forte fièvre, et les plaies sont devenues plus douloureuses et enflammées.","De petite plaie rouge sont apparu près de mon né et de mon cou au début. Maintenant, j'ai une forte fièvre, et les plaie sont devenu plus douloureuse et enflamé."
psoriasis,"Mon éruption cutanée s'aggrave en hiver quand l'air est sec. Pour garder ma peau hydratée, je dois l'hydrater plus régulièrement et utiliser des humidificateurs. Je souffre aussi de douleurs articulaires.","Mon éruption cutanée s'aggrave en hiver quand l'air est sec. Pour garder ma peau hydratée, je dois l'hydrater plus souvent et utiliser des humidificateurs. J'ai aussi mal aux articulations.","Mon éruption cutané s'aggrave en hiver quand l'air est sec. Pour garder ma peau hydraté, je dois l'hydraté plu souvent et utilisé des humidificateur. J'ai aussi mal au articulation."
migraine,"J'ai eu faim tout le temps et j'ai eu un cou douloureux, ainsi que des problèmes de vision.","J'ai tout le temps faim et j'ai mal au cou, et j'ai aussi des problèmes pour voir.","J'ai tout le temp faim et j'ai mal au cou, et j'ai aussi des probleme pour voir."
varices,"Étant en surpoids, j'ai remarqué que mes jambes sont enflées et que les vaisseaux sanguins sont plus visibles que d'habitude. Le gonflement semble s'aggraver avec le temps.","Comme je suis en surpoids, j'ai remarqué que mes jambes sont gonflées et que les veines sont plus visibles. Le gonflement devient de plus en plus grave.","Comme je sui en surpoi, j'ai remarqué que mes jambe son gonflé et que les vène son plu visible. Le gonflement devien de plu en plu grave."
ulcère gastroduodénal,"Je me sens ballonné et mal à l'aise. Je n'aime plus manger parce que j'ai perdu du poids. Parfois, je vomis du sang et j'ai des selles noires et goudronneuses.","Je me sens gonflé et mal à l'aise. Je n'aime plus manger parce que j'ai perdu du poids. Parfois, je vomis du sang et mes selles sont noires et collantes.","Je me sens gonflé et mal à l'aise. Je n'aime plus manger parce que j'ai perdu du pois. Parfoi, je vomi du sang et mes selles sont noires et collantes."
allergie,"Je me sens nauséeux, malade et tremblant. J'ai une gorge enflée, ce qui rend la respiration difficile. J'ai parfois des douleurs à la poitrine la nuit et je me sens parfois malade.","Je me sens nauséeux, malade et tremblant. J'ai une gorge enflée, ce qui rend la respiration difficile. J'ai parfois des douleurs à la poitrine la nuit et je me sens parfois malade.","Je me sens nauséeux, malade et tremblant. J'ai une gorge enflée, ce qui rend la respiration difficile. J'ai parfois des douleurs à la poitrine la nuit et je me sens parfois malade."
